call_id,call_date,hour_of_day,platform,intent,call_duration_sec,num_turns,num_reprompts,asr_confidence,api_latency_ms,transferred_to_agent,csat_score
C10846,2026-03-04,6,New Platform,Balance Inquiry,113.0,4,0,0.862,285.0,0,5.0
C10847,2026-03-04,8,New Platform,Make a Payment,239.0,6,2,0.938,,0,3.0
C10848,2026-03-04,11,Legacy IVR,Make a Payment,380.0,6,2,0.772,345.0,0,4.0
C10849,2026-03-04,12,New Platform,Cancel a Payment,241.0,6,0,0.895,175.0,0,4.0
C10850,2026-03-04,18,New Platform,Make a Payment,181.0,4,0,0.895,272.0,0,5.0
C10851,2026-03-04,18,Legacy IVR,Recent Transactions,206.0,6,2,0.822,,0,3.0
C10852,2026-03-04,20,New Platform,Make a Payment,208.0,8,1,0.879,160.0,0,4.0
C10853,2026-03-04,22,New Platform,Balance Inquiry,136.0,5,1,0.921,262.0,0,
C10854,2026-03-05,6,Legacy IVR,Make a Payment,408.0,11,2,0.596,297.0,0,4.0
C10855,2026-03-05,6,Legacy IVR,Cancel a Payment,256.0,5,0,0.844,144.0,0,4.0
C10856,2026-03-05,6,Legacy IVR,Make a Payment,278.0,9,1,0.931,232.0,0,4.0
C10857,2026-03-05,9,New Platform,Make a Payment,170.0,4,0,0.918,192.0,0,3.0
C10858,2026-03-05,10,New Platform,Make a Payment,270.0,7,0,0.804,192.0,1,3.0
C10859,2026-03-05,10,Legacy IVR,Make a Payment,332.0,10,2,0.792,143.0,0,2.0
C10860,2026-03-05,12,New Platform,Recent Transactions,287.0,10,1,0.882,175.0,0,3.0
C10861,2026-03-05,16,Legacy IVR,Cancel a Payment,245.0,5,0,0.86,196.0,0,4.0
C10862,2026-03-05,16,Legacy IVR,Rewards Redemption,395.0,6,0,0.702,215.0,0,4.0
C10863,2026-03-05,18,New Platform,Balance Inquiry,221.0,4,1,0.894,92.0,1,
C10864,2026-03-05,21,New Platform,Rewards Redemption,256.0,5,2,0.882,193.0,0,4.0
C10865,2026-03-05,22,New Platform,Make a Payment,188.0,5,0,0.905,196.0,0,5.0
C10866,2026-03-06,6,Legacy IVR,Cancel a Payment,308.0,7,0,0.847,107.0,0,5.0
C10867,2026-03-06,7,New Platform,,238.0,5,1,0.843,216.0,0,4.0
C10868,2026-03-06,7,New Platform,Balance Inquiry,248.0,6,0,,249.0,1,3.0
C10869,2026-03-06,7,New Platform,Make a Payment,273.0,6,0,0.844,309.0,0,5.0
C10870,2026-03-06,9,Legacy IVR,Rewards Redemption,355.0,10,1,0.957,346.0,0,4.0
C10871,2026-03-06,10,New Platform,Make a Payment,216.0,9,0,0.936,229.0,0,4.0
C10872,2026-03-06,11,New Platform,Balance Inquiry,94.0,3,0,0.886,173.0,0,4.0
C10873,2026-03-06,12,New Platform,Recent Transactions,262.0,6,0,0.924,201.0,1,3.0
C10874,2026-03-06,14,Legacy IVR,Cancel a Payment,262.0,6,0,0.781,219.0,0,
C10875,2026-03-06,14,New Platform,Rewards Redemption,292.0,8,1,0.845,148.0,0,4.0
C10876,2026-03-06,16,New Platform,Recent Transactions,169.0,7,0,0.879,324.0,0,5.0
C10877,2026-03-06,17,New Platform,Recent Transactions,174.0,7,0,0.894,147.0,0,5.0
C10878,2026-03-07,7,New Platform,Recent Transactions,226.0,7,0,0.905,206.0,0,4.0
C10879,2026-03-07,8,New Platform,Balance Inquiry,184.0,9,3,,170.0,0,3.0
C10880,2026-03-07,8,New Platform,Cancel a Payment,249.0,4,0,0.876,169.0,0,5.0
C10881,2026-03-07,9,Legacy IVR,Make a Payment,359.0,6,0,0.638,237.0,1,4.0
C10882,2026-03-07,11,New Platform,Recent Transactions,189.0,7,1,0.894,151.0,0,3.0
C10883,2026-03-07,11,New Platform,Cancel a Payment,226.0,6,0,0.848,193.0,0,5.0
C10884,2026-03-07,14,New Platform,Make a Payment,210.0,7,0,0.893,346.0,0,
C10885,2026-03-07,15,New Platform,Make a Payment,150.0,5,0,0.74,,0,5.0
C10886,2026-03-07,16,New Platform,Cancel a Payment,274.0,10,1,0.837,189.0,0,5.0
C10887,2026-03-07,16,Legacy IVR,Recent Transactions,205.0,6,2,0.834,198.0,0,3.0
C10888,2026-03-07,17,Legacy IVR,Make a Payment,300.0,5,0,0.626,154.0,0,5.0
C10889,2026-03-07,20,Legacy IVR,Balance Inquiry,141.0,5,0,0.641,194.0,0,
C10890,2026-03-07,20,New Platform,Cancel a Payment,311.0,9,3,0.944,144.0,0,4.0
C10891,2026-03-07,21,New Platform,Rewards Redemption,243.0,8,0,0.837,218.0,0,5.0
C10892,2026-03-08,6,New Platform,Make a Payment,243.0,5,0,0.73,95.0,0,3.0
C10893,2026-03-08,11,Legacy IVR,Rewards Redemption,359.0,11,2,0.908,197.0,0,4.0
C10894,2026-03-08,14,New Platform,Make a Payment,168.0,5,0,0.852,311.0,0,5.0
C10895,2026-03-08,15,Legacy IVR,Recent Transactions,236.0,6,0,,181.0,0,4.0
C10896,2026-03-08,15,New Platform,Make a Payment,254.0,7,1,0.872,166.0,0,3.0
C10897,2026-03-08,16,New Platform,Make a Payment,226.0,5,1,0.857,237.0,0,5.0
C10898,2026-03-08,16,New Platform,Recent Transactions,190.0,6,2,0.952,178.0,0,4.0
C10899,2026-03-08,16,New Platform,Make a Payment,218.0,7,0,0.902,226.0,0,5.0
C10900,2026-03-08,17,New Platform,Make a Payment,275.0,5,1,0.959,285.0,0,4.0
C10901,2026-03-08,20,New Platform,Balance Inquiry,143.0,5,1,0.889,216.0,0,4.0
C10902,2026-03-08,21,New Platform,Balance Inquiry,136.0,5,1,0.934,262.0,0,4.0
C10903,2026-03-09,6,New Platform,Balance Inquiry,133.0,6,0,0.83,277.0,0,5.0
C10904,2026-03-09,6,New Platform,Rewards Redemption,401.0,12,1,0.969,128.0,1,3.0
C10905,2026-03-09,6,New Platform,Make a Payment,226.0,8,1,0.936,170.0,0,4.0
C10906,2026-03-09,7,New Platform,Recent Transactions,142.0,4,0,0.908,247.0,0,4.0
C10907,2026-03-09,8,Legacy IVR,Balance Inquiry,246.0,7,2,,268.0,0,3.0
C10908,2026-03-09,9,Legacy IVR,Rewards Redemption,314.0,5,1,0.753,211.0,0,5.0
C10909,2026-03-09,10,Legacy IVR,Recent Transactions,188.0,6,1,0.688,259.0,0,4.0
C10910,2026-03-09,11,New Platform,Rewards Redemption,231.0,6,0,0.883,224.0,0,
C10911,2026-03-09,12,New Platform,Balance Inquiry,131.0,4,0,0.946,166.0,0,4.0
C10912,2026-03-09,14,New Platform,Make a Payment,226.0,7,0,,260.0,0,
C10913,2026-03-09,18,New Platform,Balance Inquiry,102.0,4,0,0.88,193.0,0,5.0
C10914,2026-03-09,18,Legacy IVR,Make a Payment,218.0,5,1,0.821,233.0,0,5.0
C10915,2026-03-09,20,New Platform,Rewards Redemption,432.0,11,1,0.98,134.0,1,3.0
C10916,2026-03-09,20,New Platform,Rewards Redemption,228.0,12,1,,144.0,0,5.0
C10917,2026-03-09,22,Legacy IVR,Balance Inquiry,152.0,6,1,0.853,205.0,0,3.0
C10918,2026-03-09,22,New Platform,Rewards Redemption,257.0,5,0,0.712,154.0,0,5.0
C10919,2026-03-10,6,New Platform,Make a Payment,255.0,11,0,0.99,143.0,0,4.0
C10920,2026-03-10,7,Legacy IVR,Recent Transactions,272.0,7,2,0.827,271.0,0,3.0
C10921,2026-03-10,7,New Platform,Recent Transactions,148.0,4,0,0.849,181.0,0,5.0
C10922,2026-03-10,9,New Platform,Make a Payment,317.0,5,0,0.709,229.0,0,4.0
C10923,2026-03-10,10,New Platform,Recent Transactions,296.0,7,0,0.915,174.0,1,3.0
C10924,2026-03-10,15,Legacy IVR,Balance Inquiry,187.0,4,1,0.813,236.0,0,5.0
C10925,2026-03-10,17,Legacy IVR,Recent Transactions,217.0,9,0,,306.0,0,4.0
C10926,2026-03-10,18,New Platform,Rewards Redemption,214.0,6,0,0.977,217.0,0,4.0
C10927,2026-03-10,18,Legacy IVR,Cancel a Payment,482.0,7,2,0.607,152.0,1,4.0
C10928,2026-03-10,19,New Platform,Make a Payment,290.0,7,3,0.967,173.0,0,3.0
C10929,2026-03-10,19,New Platform,Recent Transactions,243.0,3,0,0.885,176.0,0,4.0
C10930,2026-03-10,19,New Platform,Make a Payment,248.0,7,0,0.85,144.0,0,4.0
C10931,2026-03-10,20,New Platform,Recent Transactions,201.0,8,0,0.875,164.0,0,3.0
C10932,2026-03-10,21,New Platform,Balance Inquiry,123.0,6,0,0.947,134.0,0,4.0
C10933,2026-03-11,9,Legacy IVR,Make a Payment,196.0,6,0,0.743,206.0,0,
C10934,2026-03-11,9,Legacy IVR,Balance Inquiry,201.0,8,3,0.698,248.0,0,3.0
C10935,2026-03-11,9,Legacy IVR,Make a Payment,232.0,5,1,0.76,260.0,0,4.0
C10936,2026-03-11,10,New Platform,Recent Transactions,166.0,5,0,0.928,199.0,0,4.0
C10937,2026-03-11,11,Legacy IVR,Recent Transactions,208.0,7,0,0.939,223.0,0,
C10938,2026-03-11,11,Legacy IVR,Make a Payment,233.0,9,0,0.868,256.0,0,4.0
C10939,2026-03-11,11,New Platform,Balance Inquiry,136.0,6,1,0.769,120.0,0,4.0
C10940,2026-03-11,14,New Platform,Make a Payment,139.0,7,0,0.933,146.0,0,4.0
C10941,2026-03-11,18,Legacy IVR,Recent Transactions,293.0,9,3,0.749,,0,2.0
C10942,2026-03-11,18,New Platform,Make a Payment,221.0,5,0,0.874,,0,5.0
C10943,2026-03-11,20,New Platform,Balance Inquiry,94.0,4,0,0.938,171.0,0,4.0
C10944,2026-03-11,20,New Platform,Balance Inquiry,157.0,3,0,0.684,191.0,0,4.0
C10945,2026-03-11,20,New Platform,Make a Payment,278.0,9,1,0.866,273.0,0,4.0
C10946,2026-03-12,6,New Platform,Rewards Redemption,250.0,7,0,0.941,162.0,0,3.0
C10947,2026-03-12,8,New Platform,Recent Transactions,243.0,9,2,0.769,210.0,0,
C10948,2026-03-12,8,New Platform,Make a Payment,233.0,9,1,0.812,200.0,0,4.0
C10949,2026-03-12,8,Legacy IVR,Make a Payment,253.0,6,2,0.754,258.0,0,3.0
C10950,2026-03-12,9,New Platform,Make a Payment,256.0,9,2,0.877,218.0,0,
C10951,2026-03-12,13,New Platform,Make a Payment,183.0,4,0,0.915,197.0,0,4.0
C10952,2026-03-12,14,New Platform,Make a Payment,183.0,6,0,0.965,153.0,0,5.0
C10953,2026-03-12,19,New Platform,Cancel a Payment,288.0,9,1,0.817,237.0,0,4.0
C10954,2026-03-13,9,Legacy IVR,Balance Inquiry,103.0,4,0,0.845,165.0,0,3.0
C10955,2026-03-13,9,Legacy IVR,Recent Transactions,362.0,6,3,0.711,262.0,1,2.0
C10956,2026-03-13,9,New Platform,,216.0,7,0,,195.0,0,3.0
C10957,2026-03-13,10,New Platform,Balance Inquiry,102.0,3,0,0.969,249.0,0,4.0
C10958,2026-03-13,16,New Platform,Balance Inquiry,132.0,3,0,0.808,311.0,0,4.0
C10959,2026-03-13,16,New Platform,Recent Transactions,175.0,4,0,,161.0,0,4.0
C10960,2026-03-13,17,Legacy IVR,Cancel a Payment,326.0,10,1,0.858,165.0,0,
C10961,2026-03-13,19,Legacy IVR,Cancel a Payment,445.0,6,2,0.851,268.0,0,
C10962,2026-03-13,19,New Platform,,199.0,5,1,0.854,155.0,0,3.0
C10963,2026-03-13,21,New Platform,Make a Payment,269.0,8,1,0.949,123.0,0,4.0
C10964,2026-03-13,22,New Platform,Recent Transactions,199.0,6,1,0.816,228.0,0,
C10965,2026-03-14,6,New Platform,Cancel a Payment,243.0,7,0,0.925,220.0,0,3.0
C10966,2026-03-14,8,Legacy IVR,Recent Transactions,248.0,11,2,0.898,147.0,0,4.0
C10967,2026-03-14,8,New Platform,Recent Transactions,143.0,6,0,0.808,197.0,0,4.0
C10968,2026-03-14,15,Legacy IVR,Balance Inquiry,140.0,6,1,0.89,286.0,0,4.0
C10969,2026-03-14,15,New Platform,Recent Transactions,145.0,7,0,0.726,232.0,0,
C10970,2026-03-14,16,Legacy IVR,Cancel a Payment,360.0,10,0,0.867,200.0,0,4.0
C10971,2026-03-14,16,New Platform,Balance Inquiry,127.0,4,0,0.898,331.0,0,4.0
C10972,2026-03-14,18,Legacy IVR,Make a Payment,461.0,8,3,0.688,,1,1.0
C10973,2026-03-14,18,Legacy IVR,Make a Payment,268.0,8,1,0.784,191.0,0,4.0
C10974,2026-03-14,18,Legacy IVR,Recent Transactions,427.0,7,3,0.749,173.0,1,3.0
C10975,2026-03-14,20,Legacy IVR,Make a Payment,429.0,15,4,0.778,378.0,0,4.0
C10976,2026-03-14,21,New Platform,Make a Payment,173.0,8,0,0.915,252.0,0,4.0
C10977,2026-03-14,21,New Platform,Recent Transactions,246.0,3,0,0.63,,1,3.0
C10978,2026-03-14,21,New Platform,Make a Payment,248.0,7,0,0.852,124.0,0,4.0
C10979,2026-03-14,22,New Platform,Balance Inquiry,139.0,4,1,0.869,127.0,0,4.0
C10980,2026-03-15,6,New Platform,Cancel a Payment,301.0,7,0,0.903,146.0,0,4.0
C10981,2026-03-15,7,New Platform,Rewards Redemption,451.0,9,0,0.944,145.0,1,
C10982,2026-03-15,8,New Platform,Recent Transactions,183.0,7,0,0.962,,0,4.0
C10983,2026-03-15,8,New Platform,Balance Inquiry,93.0,4,1,0.867,183.0,0,4.0
C10984,2026-03-15,9,Legacy IVR,Cancel a Payment,257.0,6,1,0.771,126.0,0,5.0
C10985,2026-03-15,12,Legacy IVR,Balance Inquiry,174.0,5,1,0.733,186.0,0,4.0
C10986,2026-03-15,13,New Platform,Cancel a Payment,334.0,11,1,0.906,233.0,1,3.0
C10987,2026-03-15,14,New Platform,Make a Payment,185.0,8,0,0.855,203.0,0,5.0
C10988,2026-03-15,14,New Platform,Make a Payment,230.0,8,1,0.881,189.0,0,4.0
C10989,2026-03-15,18,New Platform,Recent Transactions,193.0,8,0,0.871,210.0,0,4.0
C10990,2026-03-15,21,New Platform,,222.0,4,0,0.958,137.0,0,
C10991,2026-03-15,22,Legacy IVR,Make a Payment,298.0,8,0,0.801,185.0,0,4.0
C10992,2026-03-15,22,New Platform,Recent Transactions,120.0,4,0,0.898,211.0,0,4.0
C10993,2026-03-16,6,New Platform,Make a Payment,386.0,8,1,0.951,245.0,1,3.0
C10994,2026-03-16,8,New Platform,Make a Payment,317.0,6,1,0.918,1334.0,0,4.0
C10995,2026-03-16,9,New Platform,Balance Inquiry,141.0,6,1,0.905,210.0,0,5.0
C10996,2026-03-16,9,New Platform,Recent Transactions,141.0,6,0,0.759,241.0,0,5.0
C10997,2026-03-16,10,New Platform,Cancel a Payment,168.0,7,0,0.763,158.0,0,5.0
C10998,2026-03-16,11,Legacy IVR,Make a Payment,2456.0,9,2,0.771,221.0,0,3.0
C10999,2026-03-16,11,New Platform,Make a Payment,223.0,5,0,0.916,291.0,0,5.0
C11000,2026-03-16,11,New Platform,Balance Inquiry,130.0,5,0,0.862,220.0,0,5.0
C11001,2026-03-16,13,New Platform,Balance Inquiry,91.0,3,0,0.89,169.0,0,4.0
C11002,2026-03-16,13,Legacy IVR,Rewards Redemption,352.0,4,0,0.768,197.0,0,5.0
C11003,2026-03-16,15,New Platform,Make a Payment,290.0,6,1,0.93,289.0,0,3.0
C11004,2026-03-16,16,New Platform,Rewards Redemption,251.0,8,0,0.838,209.0,0,4.0
C11005,2026-03-16,16,New Platform,Cancel a Payment,262.0,7,1,0.709,305.0,0,4.0
C11006,2026-03-16,17,New Platform,Recent Transactions,215.0,5,0,0.915,219.0,0,4.0
C11007,2026-03-16,18,New Platform,Cancel a Payment,265.0,7,1,0.98,161.0,0,4.0
C11008,2026-03-16,18,New Platform,Recent Transactions,198.0,10,0,0.871,196.0,0,5.0
C11009,2026-03-16,20,Legacy IVR,Make a Payment,412.0,11,3,0.868,213.0,1,3.0
C11010,2026-03-16,21,Legacy IVR,Rewards Redemption,292.0,5,0,0.777,,0,4.0
C11011,2026-03-16,22,New Platform,Make a Payment,311.0,7,1,0.917,255.0,1,3.0
C11012,2026-03-17,6,New Platform,Make a Payment,206.0,5,1,0.874,147.0,0,4.0
C11013,2026-03-17,8,New Platform,Cancel a Payment,350.0,10,1,0.9,227.0,0,4.0
C11014,2026-03-17,13,New Platform,Recent Transactions,210.0,7,2,0.687,277.0,0,4.0
C11015,2026-03-17,13,New Platform,Recent Transactions,172.0,6,0,0.891,272.0,0,3.0
C11016,2026-03-17,14,Legacy IVR,Make a Payment,271.0,10,2,0.762,229.0,0,3.0
C11017,2026-03-17,15,Legacy IVR,Make a Payment,247.0,9,2,0.747,160.0,0,4.0
C11018,2026-03-17,15,Legacy IVR,Recent Transactions,198.0,5,0,0.729,247.0,0,5.0
C11019,2026-03-17,18,New Platform,Make a Payment,259.0,4,0,0.808,140.0,0,4.0
C11020,2026-03-17,18,New Platform,Make a Payment,258.0,7,0,0.896,189.0,0,4.0
C11021,2026-03-17,20,New Platform,Make a Payment,237.0,8,1,0.836,340.0,0,4.0
C11022,2026-03-17,21,New Platform,Recent Transactions,209.0,6,2,0.95,200.0,0,
C11023,2026-03-17,21,New Platform,Recent Transactions,224.0,8,0,0.793,276.0,0,5.0
C11024,2026-03-17,22,Legacy IVR,Make a Payment,314.0,7,1,0.809,186.0,0,3.0
C11025,2026-03-18,7,New Platform,Make a Payment,202.0,9,1,0.895,240.0,0,3.0
C11026,2026-03-18,9,New Platform,Make a Payment,182.0,5,0,0.888,278.0,0,5.0
C11027,2026-03-18,9,New Platform,Make a Payment,356.0,10,1,0.906,133.0,0,4.0
C11028,2026-03-18,11,New Platform,Make a Payment,237.0,6,0,,159.0,0,4.0
C11029,2026-03-18,12,New Platform,Recent Transactions,200.0,6,1,0.829,,0,
C11030,2026-03-18,12,New Platform,Balance Inquiry,177.0,7,1,0.668,166.0,0,4.0
C11031,2026-03-18,12,New Platform,Make a Payment,160.0,5,1,0.888,292.0,0,
C11032,2026-03-18,12,New Platform,Recent Transactions,172.0,6,1,0.83,120.0,0,3.0
C11033,2026-03-18,12,Legacy IVR,Cancel a Payment,391.0,11,3,0.951,234.0,0,4.0
C11034,2026-03-18,14,New Platform,Recent Transactions,153.0,4,0,0.903,151.0,0,5.0
C11035,2026-03-18,16,New Platform,Recent Transactions,229.0,5,0,0.94,160.0,1,3.0
C11036,2026-03-18,16,Legacy IVR,Cancel a Payment,237.0,3,0,0.646,262.0,0,
C11037,2026-03-18,16,New Platform,Rewards Redemption,248.0,5,0,0.888,201.0,0,4.0
C11038,2026-03-18,18,Legacy IVR,Recent Transactions,326.0,8,1,0.904,424.0,0,4.0
C11039,2026-03-18,20,New Platform,Make a Payment,227.0,8,1,0.847,192.0,0,4.0
C11040,2026-03-18,21,Legacy IVR,Recent Transactions,305.0,8,3,,211.0,0,
C11041,2026-03-18,21,New Platform,Rewards Redemption,177.0,7,0,0.86,293.0,0,4.0
C11042,2026-03-19,7,Legacy IVR,Make a Payment,330.0,5,2,0.668,191.0,0,3.0
C11043,2026-03-19,7,New Platform,Make a Payment,346.0,9,2,0.794,220.0,0,4.0
C11044,2026-03-19,10,Legacy IVR,Make a Payment,275.0,8,2,0.842,281.0,0,5.0
C11045,2026-03-19,10,New Platform,Balance Inquiry,94.0,4,0,0.927,106.0,0,3.0
C11046,2026-03-19,10,New Platform,Cancel a Payment,161.0,7,0,0.911,138.0,0,4.0
C11047,2026-03-19,11,Legacy IVR,Cancel a Payment,305.0,13,2,0.912,203.0,0,4.0
C11048,2026-03-19,13,New Platform,Balance Inquiry,121.0,3,0,0.717,167.0,0,4.0
C11049,2026-03-19,15,New Platform,Balance Inquiry,270.0,8,1,0.887,160.0,1,3.0
C11050,2026-03-19,16,Legacy IVR,Make a Payment,215.0,4,1,0.69,263.0,0,4.0
C11051,2026-03-19,19,New Platform,Cancel a Payment,324.0,11,3,0.913,201.0,0,3.0
C11052,2026-03-19,21,New Platform,Recent Transactions,211.0,6,2,0.901,222.0,0,2.0
C11053,2026-03-19,21,New Platform,Make a Payment,220.0,7,0,0.818,262.0,0,
C11054,2026-03-19,22,New Platform,Cancel a Payment,299.0,9,2,0.968,109.0,0,4.0
C11055,2026-03-19,22,New Platform,Rewards Redemption,240.0,5,1,0.897,220.0,0,4.0
C11056,2026-03-19,22,New Platform,Cancel a Payment,225.0,7,0,0.846,215.0,0,4.0
C11057,2026-03-20,7,New Platform,Cancel a Payment,320.0,10,1,0.9,203.0,0,
C11058,2026-03-20,8,New Platform,Recent Transactions,189.0,6,0,0.876,296.0,0,4.0
C11059,2026-03-20,10,New Platform,Recent Transactions,148.0,8,0,0.906,170.0,0,4.0
C11060,2026-03-20,11,New Platform,Make a Payment,304.0,7,0,0.879,225.0,0,4.0
C11061,2026-03-20,11,Legacy IVR,Rewards Redemption,237.0,7,0,0.848,331.0,0,5.0
C11062,2026-03-20,16,New Platform,Cancel a Payment,236.0,7,0,0.9,211.0,0,3.0
C11063,2026-03-20,18,Legacy IVR,Rewards Redemption,234.0,5,0,0.775,369.0,0,4.0
C11064,2026-03-20,19,New Platform,Cancel a Payment,294.0,6,0,0.847,135.0,0,
C11065,2026-03-20,20,New Platform,Make a Payment,360.0,7,1,,335.0,1,2.0
C11066,2026-03-20,20,New Platform,Recent Transactions,190.0,4,0,0.779,238.0,0,4.0
C11067,2026-03-20,20,New Platform,Balance Inquiry,122.0,5,1,0.879,212.0,0,5.0
C11068,2026-03-20,21,New Platform,Rewards Redemption,284.0,6,0,0.826,173.0,0,5.0
C11069,2026-03-20,21,New Platform,Recent Transactions,126.0,5,0,0.89,136.0,0,4.0
C11070,2026-03-20,22,New Platform,Recent Transactions,151.0,7,0,0.844,233.0,0,5.0
C11071,2026-03-21,6,New Platform,Recent Transactions,236.0,6,1,0.885,215.0,0,3.0
C11072,2026-03-21,8,New Platform,Rewards Redemption,311.0,4,0,0.786,114.0,0,4.0
C11073,2026-03-21,8,Legacy IVR,Rewards Redemption,445.0,10,4,0.868,207.0,0,3.0
C11074,2026-03-21,9,New Platform,Balance Inquiry,225.0,5,1,0.905,,1,2.0
C11075,2026-03-21,9,New Platform,Recent Transactions,176.0,4,0,0.842,202.0,0,5.0
C11076,2026-03-21,12,New Platform,Make a Payment,254.0,8,0,0.917,,0,5.0
C11077,2026-03-21,13,New Platform,Make a Payment,317.0,10,2,0.827,257.0,0,3.0
C11078,2026-03-21,15,New Platform,Make a Payment,204.0,6,0,0.756,237.0,0,3.0
C11079,2026-03-21,22,New Platform,Make a Payment,266.0,5,0,0.951,194.0,0,3.0
C11080,2026-03-21,22,Legacy IVR,Make a Payment,427.0,7,1,0.729,,0,5.0
C11081,2026-03-22,12,Legacy IVR,Cancel a Payment,370.0,11,4,0.791,215.0,0,3.0
C11082,2026-03-22,13,New Platform,Recent Transactions,170.0,5,0,0.873,223.0,0,4.0
C11083,2026-03-22,21,New Platform,Cancel a Payment,226.0,8,0,0.742,241.0,0,4.0
C11084,2026-03-23,7,New Platform,Make a Payment,239.0,6,0,0.843,239.0,0,5.0
C11085,2026-03-23,7,New Platform,Rewards Redemption,345.0,9,2,0.799,150.0,0,4.0
C11086,2026-03-23,8,Legacy IVR,Make a Payment,266.0,8,0,0.704,295.0,0,4.0
C11087,2026-03-23,8,New Platform,Cancel a Payment,260.0,10,1,0.958,220.0,0,4.0
C11088,2026-03-23,9,New Platform,Cancel a Payment,296.0,8,1,0.962,,0,4.0
C11089,2026-03-23,11,Legacy IVR,Recent Transactions,169.0,4,0,0.837,329.0,0,4.0
C11090,2026-03-23,11,New Platform,Rewards Redemption,1830.0,5,0,0.769,174.0,1,5.0
C11091,2026-03-23,11,New Platform,Balance Inquiry,161.0,6,2,0.948,275.0,0,3.0
C11092,2026-03-23,13,New Platform,Recent Transactions,187.0,8,2,0.899,163.0,0,4.0
C11093,2026-03-23,14,New Platform,Balance Inquiry,144.0,5,0,0.881,256.0,0,4.0
C11094,2026-03-23,15,Legacy IVR,Balance Inquiry,134.0,3,0,0.824,,0,3.0
C11095,2026-03-23,15,New Platform,Rewards Redemption,318.0,7,0,0.952,137.0,0,5.0
C11096,2026-03-23,16,New Platform,Balance Inquiry,143.0,7,1,0.839,195.0,0,4.0
C11097,2026-03-23,16,New Platform,Make a Payment,219.0,8,0,0.95,219.0,0,3.0
C11098,2026-03-23,16,Legacy IVR,Recent Transactions,471.0,11,1,0.876,283.0,1,3.0
C11099,2026-03-23,20,New Platform,Balance Inquiry,94.0,6,0,0.919,260.0,0,4.0
C11100,2026-03-23,20,New Platform,Balance Inquiry,130.0,5,1,0.946,200.0,0,4.0
C11101,2026-03-23,22,New Platform,Make a Payment,221.0,6,1,,222.0,0,4.0
C11102,2026-03-23,22,New Platform,Cancel a Payment,161.0,6,0,0.898,234.0,0,4.0
C11103,2026-03-23,22,New Platform,Make a Payment,261.0,5,0,0.938,295.0,0,3.0
C11104,2026-03-23,22,New Platform,Rewards Redemption,344.0,7,0,0.922,212.0,0,
C11105,2026-03-24,6,New Platform,Make a Payment,286.0,6,1,0.881,237.0,0,4.0
C11106,2026-03-24,7,New Platform,Cancel a Payment,233.0,8,0,0.978,97.0,0,4.0
C11107,2026-03-24,10,New Platform,Recent Transactions,168.0,5,1,0.95,209.0,0,4.0
C11108,2026-03-24,10,New Platform,Recent Transactions,186.0,5,1,0.632,110.0,0,3.0
C11109,2026-03-24,12,Legacy IVR,Make a Payment,323.0,8,1,0.745,226.0,0,5.0
C11110,2026-03-24,12,New Platform,Balance Inquiry,147.0,5,2,0.937,189.0,0,3.0
C11111,2026-03-24,13,New Platform,Balance Inquiry,134.0,5,1,0.736,157.0,0,4.0
C11112,2026-03-24,13,New Platform,Make a Payment,174.0,4,0,0.856,193.0,0,5.0
C11113,2026-03-24,13,New Platform,Rewards Redemption,295.0,8,0,0.733,155.0,0,4.0
C11114,2026-03-24,15,New Platform,Make a Payment,297.0,7,1,0.933,212.0,0,4.0
C11115,2026-03-24,15,Legacy IVR,Cancel a Payment,408.0,10,3,0.863,379.0,0,3.0
C11116,2026-03-24,17,Legacy IVR,Balance Inquiry,148.0,8,0,0.846,175.0,0,
C11117,2026-03-24,18,New Platform,Recent Transactions,219.0,7,1,0.882,169.0,0,3.0
C11118,2026-03-24,18,Legacy IVR,Make a Payment,451.0,10,2,0.699,216.0,0,3.0
C11119,2026-03-24,19,Legacy IVR,Make a Payment,442.0,7,2,0.641,252.0,1,3.0
C11120,2026-03-24,19,New Platform,Make a Payment,265.0,4,0,0.919,248.0,0,4.0
C11121,2026-03-24,20,New Platform,Make a Payment,355.0,7,1,0.808,167.0,1,4.0
C11122,2026-03-25,6,New Platform,Make a Payment,218.0,6,0,0.982,145.0,0,4.0
C11123,2026-03-25,9,Legacy IVR,Recent Transactions,244.0,3,0,0.769,487.0,0,4.0
C11124,2026-03-25,9,New Platform,Balance Inquiry,148.0,5,0,0.917,193.0,0,
C11125,2026-03-25,9,New Platform,Make a Payment,214.0,7,1,0.924,244.0,0,3.0
C11126,2026-03-25,9,Legacy IVR,Make a Payment,273.0,7,1,0.836,208.0,0,4.0
C11127,2026-03-25,10,New Platform,Recent Transactions,208.0,7,1,0.782,238.0,0,4.0
C11128,2026-03-25,10,New Platform,Recent Transactions,213.0,11,1,0.972,231.0,0,4.0
C11129,2026-03-25,11,New Platform,Make a Payment,292.0,8,0,0.956,266.0,0,4.0
C11130,2026-03-25,14,New Platform,Make a Payment,202.0,4,1,0.965,187.0,0,3.0
C11131,2026-03-25,18,Legacy IVR,Recent Transactions,193.0,6,1,0.603,345.0,0,4.0
C11132,2026-03-25,19,New Platform,Make a Payment,257.0,7,1,0.893,112.0,0,4.0
C11133,2026-03-25,20,New Platform,Make a Payment,336.0,11,4,0.892,165.0,0,3.0
